,Shortest,Common,Jaccard,PA1,PA2,katz
"(2174, 8426)",0.2,3,81,1.1701419834157254,0.01694478472333484,-2
"(38580, 38765)",0.0,0,119,0.0,0.025088570506432886,-3
"(14786, 14787)",0.0,0,0,0.0,0.016021633461955502,-100
"(47263, 8641)",0.0,0,13,0.0,0.03358713450390503,-100
"(38617, 38259)",0.0,0,72,0.0,0.027041273185290766,-100
"(14463, 40294)",0.0,0,0,0.0,0.015258698535195715,-100
"(38025, 8479)",0.0,0,192,0.0,0.02281579786522942,-100
"(51702, 51706)",0.0,0,0,0.0,0.015258698535195715,-100
"(8458, 8621)",0.0,0,228,0.0,0.03625999765931686,-3
"(38641, 38139)",0.0,0,112,0.0,0.024622086144795094,-100
"(38196, 38261)",0.0,0,132,0.0,0.03983622523671292,-4
"(8505, 8528)",0.05263157894736842,1,91,0.33380820069533407,0.030281807571498044,-100
"(20500, 38670)",0.0,0,13,0.0,0.020569453640838987,-100
"(10693, 38134)",0.03333333333333333,1,240,0.3396232718951086,0.024830480400980563,-3
"(10476, 38814)",0.0,0,20,0.0,0.04040879041277762,-100
"(38688, 13771)",0.0,0,20,0.0,0.021537379088790047,-100
"(8418, 8640)",0.0,0,66,0.0,0.020849677976239718,-4
"(9274, 43473)",0.0,0,6,0.0,0.015258698535195715,-100
"(28784, 7184)",0.0,0,0,0.0,0.015258698535195715,-100
"(38004, 42206)",0.0,0,0,0.0,0.016021633461955502,-100
"(15892, 38713)",0.0,0,9,0.0,0.020046694840423977,-100
"(845, 43609)",0.0,0,0,0.0,0.016021633461955502,-100
"(16465, 16467)",0.0,0,3,0.0,0.015258698535195715,-100
"(14723, 33547)",0.0,0,0,0.0,0.01609792695463148,-100
"(14394, 14406)",0.0,0,0,0.0,0.016021633461955502,-100
"(31677, 30874)",0.0,0,1,0.0,0.016021633461955502,-100
"(984, 23304)",0.0,0,0,0.0,0.015258698535195715,-100
"(8079, 8083)",0.0,0,0,0.0,0.016021633461955502,-100
"(2768, 2769)",0.0,0,0,0.0,0.016021633461955502,-100
"(1131, 8437)",0.0,0,14,0.0,0.01915729601093822,-100
"(23799, 31467)",0.0,0,0,0.0,0.016021633461955502,-100
"(23013, 21469)",0.0,0,0,0.0,0.015258698535195715,-100
"(1294, 1306)",0.0,0,0,0.0,0.01610555630389908,-100
"(38085, 38128)",0.0,0,112,0.0,0.02504355646837889,-100
"(38121, 38138)",0.0,0,169,0.0,0.02597730156186529,-100
"(38259, 38287)",0.05555555555555555,1,90,0.35295612386476116,0.040762348007562406,-100
"(10781, 27189)",0.0,0,1,0.0,0.016021633461955502,-100
"(4240, 4244)",0.0,0,1,0.0,0.016021633461955502,-100
"(38198, 38613)",0.0,0,216,0.0,0.029263914600782072,-100
"(26076, 38067)",0.0,0,14,0.0,0.018990976196904586,-100
"(20112, 28482)",0.0,0,0,0.0,0.015258698535195715,-100
"(8429, 8595)",0.0,0,70,0.0,0.02165425232728545,-100
"(32304, 32305)",0.0,0,0,0.0,0.015258698535195715,-100
"(38623, 38840)",0.0,0,289,0.0,0.045339581815040345,-3
"(17100, 3001)",0.0,0,4,0.0,0.01678456838871529,-100
"(21140, 21141)",0.0,0,0,0.0,0.015258698535195715,-100
"(38520, 30753)",0.0,0,0,0.0,0.017547503315475072,-100
"(11763, 8516)",0.0,0,14,0.0,0.01609792695463148,-100
"(38522, 38665)",0.0,0,170,0.0,0.023181069066971975,-4
"(38079, 38258)",0.0,0,110,0.0,0.030319460546351436,-6
"(38526, 38802)",0.0,0,260,0.0,0.036967447632361636,-3
"(19345, 8594)",0.0,0,0,0.0,0.020974420117940373,-100
"(38009, 38633)",0.0,0,255,0.0,0.0246853879161479,-100
"(16693, 16700)",0.0,0,0,0.0,0.015258698535195715,-100
"(8492, 8594)",0.0625,1,70,0.3898712452512801,0.0237209858542756,-2
"(38138, 51784)",0.0,0,13,0.0,0.021041722857377397,-100
"(38017, 38038)",0.0,0,168,0.0,0.020393250592289074,-100
"(27210, 37999)",0.0,0,198,0.0,0.016021633461955502,-1
"(36996, 36998)",0.0,0,0,0.0,0.015258698535195715,-100
"(14627, 14629)",0.0,0,0,0.0,0.015258698535195715,-100
"(38023, 38305)",0.0,0,120,0.0,0.031711107921959546,-3
"(34108, 34111)",0.0,0,0,0.0,0.015258698535195715,-100
"(15504, 15505)",0.0,0,0,0.0,0.016021633461955502,-100
"(33243, 34367)",0.0,0,0,0.0,0.015258698535195715,-100
"(39011, 39014)",0.0,0,0,0.0,0.016021633461955502,-100
"(8511, 8514)",0.03125,1,270,0.40242960438184466,0.02776186929005854,-100
"(8247, 38180)",0.0,0,304,0.0,0.03029425712837422,-100
"(38155, 44350)",0.0,0,0,0.0,0.019270214080333064,-100
"(35071, 42799)",0.0,0,0,0.0,0.016021633461955502,-100
"(28464, 45808)",0.0,0,0,0.0,0.015258698535195715,-100
"(6884, 34860)",0.0,0,0,0.0,0.015258698535195715,-100
"(38584, 38746)",0.029411764705882353,1,294,0.30692767643013485,0.029021554008637596,-2
"(38053, 38765)",0.0,0,35,0.0,0.02164163050733217,-100
"(38063, 38248)",0.0,0,117,0.0,0.02706988183361464,-3
"(38588, 38837)",0.041666666666666664,1,156,0.4170323914242463,0.03732816798067151,-100
"(8340, 8349)",0.0,0,0,0.0,0.016021633461955502,-100
"(8510, 8550)",0.043478260869565216,1,128,0.3898712452512801,0.03434112009716304,-100
"(14711, 14722)",0.0,0,16,0.0,0.01893680781710464,-100
"(38587, 38831)",0.05263157894736842,1,96,0.45511961331341866,0.029377521341017905,-2
"(8086, 8088)",0.0,0,0,0.0,0.015258698535195715,-100
"(38207, 38091)",0.0,0,108,0.0,0.026948533783410708,-100
"(44979, 44981)",0.0,0,0,0.0,0.016021633461955502,-100
"(38545, 30513)",0.0,0,0,0.0,0.01609792695463148,-100
"(8477, 8567)",0.0,0,64,0.0,0.02223785416577675,-100
"(8246, 6611)",0.0,0,54,0.0,0.017547503315475072,-100
"(8423, 8647)",0.0,0,54,0.0,0.027872988458077626,-3
"(37992, 38078)",0.058823529411764705,1,77,0.3396232718951086,0.016860861881391263,-2
"(38601, 38123)",0.0,0,285,0.0,0.02809312281795087,-100
"(2135, 49553)",0.0,0,0,0.0,0.015258698535195715,-100
"(38842, 14818)",0.0,0,21,0.0,0.0415815288164451,-100
"(19844, 19851)",0.0,0,0,0.0,0.015258698535195715,-100
"(28068, 28071)",0.0,0,0,0.0,0.01609792695463148,-100
"(38167, 38230)",0.037037037037037035,1,180,0.36926937306885504,0.03360425152881743,-5
"(19284, 37215)",0.0,0,1,0.0,0.01609792695463148,-100
"(12856, 12857)",0.0,0,0,0.0,0.015258698535195715,-100
"(8437, 8480)",0.038461538461538464,1,182,0.36067376022224085,0.024477241255234206,-100
"(730, 731)",0.0,0,0,0.0,0.015258698535195715,-100
"(13435, 11102)",0.0,0,0,0.0,0.017547503315475072,-100
"(20432, 20433)",0.0,0,0,0.0,0.015258698535195715,-100
"(16845, 21432)",0.0,0,0,0.0,0.015258698535195715,-100
"(8504, 8653)",0.0,0,70,0.0,0.02635948639006877,-100
"(8548, 8606)",0.0,0,72,0.0,0.023118257717819436,-100
"(17090, 38582)",0.0,0,44,0.0,0.01905461259914562,-100
"(37998, 38276)",0.058823529411764705,1,80,0.3898712452512801,0.032135612834473234,-2
"(38005, 38128)",0.06060606060606061,2,304,0.7566556633193549,0.022948825548898835,-4
"(25919, 52017)",0.0,0,1,0.0,0.016021633461955502,-100
"(38069, 38080)",0.04,1,165,0.35295612386476116,0.025432910329061906,-100
"(38518, 52688)",0.0,0,28,0.0,0.017547503315475076,-100
"(38053, 37573)",0.0,0,0,0.0,0.0161248585575461,-100
"(41228, 43440)",0.0,0,0,0.0,0.015258698535195715,-100
"(28921, 28925)",0.0,0,0,0.0,0.015258698535195715,-100
"(38055, 38188)",0.0,0,108,0.0,0.02771221667631399,-5
"(38660, 6568)",0.0,0,16,0.0,0.021091917635568946,-100
"(17083, 17084)",0.0,0,9,0.0,0.017547503315475076,-100
"(37991, 8639)",0.0,0,135,0.0,0.029981627360839848,-100
"(38869, 39028)",0.037037037037037035,1,196,0.3459762562611936,0.057618110615007594,-100
"(40227, 43423)",0.0,0,0,0.0,0.015258698535195715,-100
"(10708, 14969)",0.0,0,0,0.0,0.015258698535195715,-100
"(48774, 48775)",0.0,0,0,0.0,0.015258698535195715,-100
"(12680, 12681)",0.0,0,0,0.0,0.015258698535195715,-100
"(31609, 35498)",0.0,0,4,0.0,0.016860861881391263,-100
"(52803, 52809)",0.0,0,0,0.0,0.015258698535195715,-100
"(32137, 32138)",0.0,0,0,0.0,0.015258698535195715,-100
"(38549, 38677)",0.0,0,168,0.0,0.02266317018492847,-6
"(600, 38878)",0.0,0,65,0.0,0.03816887048193797,-100
"(38140, 38224)",0.0,0,54,0.0,0.025849944346262928,-100
"(1807, 24466)",0.0,0,0,0.0,0.016021633461955502,-100
"(38056, 38089)",0.0,0,165,0.0,0.019633416385658624,-100
"(33024, 38258)",0.0,0,0,0.0,0.028353818216479136,-100
"(8246, 8655)",0.0,0,234,0.0,0.030104720678094183,-100
"(16372, 38676)",0.0,0,16,0.0,0.02044968973345828,-100
"(8510, 8596)",0.0,0,40,0.0,0.02499223820747289,-100
"(47333, 47781)",0.0,0,0,0.0,0.015258698535195715,-100
"(40205, 38249)",0.0,0,16,0.0,0.0341057968015243,-100
"(47972, 5278)",0.0,0,0,0.0,0.016021633461955502,-100
"(14334, 38208)",0.0,0,24,0.0,0.02312756753044476,-100
"(37995, 38036)",0.047619047619047616,1,117,0.3789231816899512,0.01778401314277061,-100
"(7380, 7381)",0.0,0,0,0.0,0.015258698535195715,-100
"(52341, 52342)",0.0,0,0,0.0,0.015258698535195715,-100
"(38627, 38831)",0.058823529411764705,1,80,0.3396232718951086,0.02659304536817198,-6
"(16932, 38863)",0.0,0,16,0.0,0.03946863750513485,-100
"(38717, 38764)",0.10714285714285714,3,238,1.1748787548041486,0.033079758256881225,-2
"(48445, 27290)",0.0,0,1,0.0,0.016021633461955502,-100
"(2791, 43107)",0.0,0,2,0.0,0.016021633461955502,-100
"(38542, 8654)",0.0,0,135,0.0,0.02704083757996498,-100
"(38147, 16485)",0.0,0,51,0.0,0.026090142223882465,-100
"(21757, 21758)",0.0,0,0,0.0,0.015258698535195715,-100
"(49548, 38272)",0.0,0,12,0.0,0.032268999845234445,-100
"(38580, 27426)",0.0,0,34,0.0,0.02118922060137756,-100
"(38581, 38676)",0.0,0,88,0.0,0.022528023655492415,-4
"(38726, 20573)",0.0,0,12,0.0,0.02434270527973199,-100
"(19135, 19138)",0.0,0,0,0.0,0.015258698535195715,-100
"(8468, 8663)",0.043478260869565216,1,108,0.5138983423697507,0.036665371528410436,-2
"(38628, 38858)",0.047619047619047616,1,121,0.3898712452512801,0.03393501537455637,-2
"(38684, 38708)",0.08333333333333333,2,169,0.6734314725904427,0.024673958784736272,-2
"(38544, 38196)",0.0,0,216,0.0,0.026212833329472766,-100
"(21468, 21469)",0.0,0,0,0.0,0.015258698535195715,-100
"(38042, 31102)",0.0,0,13,0.0,0.019157938554733536,-100
"(8247, 38523)",0.04,1,160,0.36926937306885504,0.016021633461955502,-100
"(38588, 38645)",0.0,0,144,0.0,0.023309175377861525,-100
"(9226, 38631)",0.0,0,18,0.0,0.01891939840501091,-100
"(38013, 38120)",0.0,0,112,0.0,0.01767716409864855,-4
"(27243, 27246)",0.0,0,0,0.0,0.015258698535195715,-100
"(38211, 38632)",0.0,0,126,0.0,0.02804806467462876,-100
"(18220, 24307)",0.0,0,1,0.0,0.016021633461955502,-100
"(13999, 37854)",0.0,0,1,0.0,0.016021633461955502,-100
"(18225, 18226)",0.0,0,0,0.0,0.015258698535195715,-100
"(14989, 34592)",0.0,0,1,0.0,0.016021633461955502,-100
"(47257, 41695)",0.0,0,2,0.0,0.01678456838871529,-100
"(38800, 38829)",0.0,0,216,0.0,0.05131973636874336,-100
"(38192, 38271)",0.03225806451612903,1,252,0.3459762562611936,0.04476544754885852,-2
"(38048, 38160)",0.030303030303030304,1,285,0.36926937306885504,0.03441074100674567,-2
"(41436, 41442)",0.0,0,0,0.0,0.015258698535195715,-100
"(19742, 10264)",0.0,0,3,0.0,0.016021633461955502,-100
"(38748, 38864)",0.027777777777777776,1,336,0.3396232718951086,0.051302601018134025,-2
"(38068, 38109)",0.0,0,84,0.0,0.021439451202982927,-100
"(38524, 38736)",0.0,0,189,0.0,0.027372948387317117,-4
"(38862, 38860)",0.03571428571428571,1,210,0.3396232718951086,0.05139277115272538,-100
"(49903, 49904)",0.0,0,0,0.0,0.015258698535195715,-100
"(38033, 8627)",0.0,0,119,0.0,0.02348356866847167,-100
"(27380, 4570)",0.0,0,6,0.0,0.01609792695463148,-100
"(38743, 38784)",0.0,0,285,0.0,0.044249799378254406,-100
"(8415, 8642)",0.0,0,81,0.0,0.026130057270276303,-3
"(38555, 51278)",0.0,0,14,0.0,0.018479809795975532,-100
"(28067, 28068)",0.0,0,0,0.0,0.016021633461955502,-100
"(38007, 38291)",0.038461538461538464,1,182,0.40242960438184466,0.03355694217051888,-2
"(8243, 38617)",0.0,0,88,0.0,0.017139645932978557,-6
"(28786, 38823)",0.0,0,0,0.0,0.032437580700846375,-100
"(40574, 40575)",0.0,0,0,0.0,0.015258698535195715,-100
"(474, 484)",0.0,0,0,0.0,0.015258698535195715,-100
"(8499, 8630)",0.0,0,70,0.0,0.024011364067728528,-3
"(38732, 38801)",0.0,0,110,0.0,0.03506080420477806,-100
"(8624, 8648)",0.0,0,108,0.0,0.03869884563205667,-100
"(38600, 38098)",0.0,0,144,0.0,0.022170302549337273,-100
"(38532, 38550)",0.037037037037037035,1,195,0.35295612386476116,0.01880710887955548,-100
"(43082, 14692)",0.0,0,2,0.0,0.01609792695463148,-100
"(31916, 31920)",0.0,0,0,0.0,0.016021633461955502,-100
"(13489, 17665)",0.0,0,0,0.0,0.015258698535195715,-100
"(38523, 29315)",0.0,0,10,0.0,0.016021633461955502,-100
"(38608, 38794)",0.0,0,187,0.0,0.04047161721136243,-4
"(4134, 30227)",0.0,0,0,0.0,0.015258698535195715,-100
"(8449, 8568)",0.0,0,180,0.0,0.029222173400976888,-3
"(40170, 40171)",0.0,0,0,0.0,0.015258698535195715,-100
"(8464, 38715)",0.0,0,220,0.0,0.030113496993213272,-100
"(20660, 8577)",0.0,0,5,0.0,0.01742109499255852,-100
"(8500, 47095)",0.0,0,11,0.0,0.01863087091147397,-100
"(38002, 38116)",0.0,0,110,0.0,0.019748601096574125,-100
"(8426, 8664)",0.0,0,63,0.0,0.024665225651734034,-4
"(33827, 38193)",0.0,0,9,0.0,0.025097720140870337,-100
"(11787, 29142)",0.0,0,1,0.0,0.016021633461955502,-100
"(8439, 8443)",0.043478260869565216,1,140,0.40242960438184466,0.01777638379350301,-100
"(1241, 26835)",0.0,0,0,0.0,0.015258698535195715,-100
"(4071, 38239)",0.0,0,10,0.0,0.02926075478371331,-100
"(38173, 38307)",0.0,0,128,0.0,0.03949009878833111,-100
"(38062, 23770)",0.0,0,15,0.0,0.022819081842328164,-100
"(1096, 8610)",0.0,0,42,0.0,0.019403180630026794,-3
"(38627, 38798)",0.0,0,220,0.0,0.043961727166135,-3
"(41828, 8641)",0.0,0,0,0.0,0.03358713450390503,-100
"(8426, 8658)",0.0,0,72,0.0,0.027050700711145945,-4
"(10238, 10779)",0.0,0,0,0.0,0.015258698535195715,-100
"(9485, 12102)",0.0,0,0,0.0,0.015258698535195715,-100
"(1360, 38752)",0.0,0,18,0.0,0.031542424276124935,-100
"(50570, 38250)",0.0,0,16,0.0,0.03823478837241333,-100
"(6048, 25674)",0.0,0,0,0.0,0.015258698535195715,-100
"(11623, 11624)",0.0,0,0,0.0,0.015258698535195715,-100
"(21192, 48797)",0.0,0,1,0.0,0.016021633461955502,-100
"(43928, 43931)",0.0,0,0,0.0,0.015258698535195715,-100
"(8558, 8601)",0.10526315789473684,2,104,0.7959555731141975,0.03167058931011581,-100
"(9046, 16484)",0.0,0,24,0.0,0.01678456838871529,-100
"(5614, 9741)",0.0,0,12,0.0,0.01678456838871529,-100
"(38038, 38077)",0.0,0,120,0.0,0.02048724417526588,-100
"(23052, 42045)",0.0,0,0,0.0,0.015258698535195715,-100
"(8399, 1721)",0.0,0,0,0.0,0.015258698535195715,-100
"(19240, 11613)",0.0,0,0,0.0,0.01678456838871529,-100
"(38766, 14966)",0.0,0,0,0.0,0.025829415712867888,-100
"(45218, 48366)",0.0,0,1,0.0,0.01609792695463148,-100
"(38064, 36377)",0.0,0,0,0.0,0.022133267597550653,-100
"(38533, 38673)",0.0,0,170,0.0,0.021548433260573215,-5
"(38071, 38819)",0.0,0,270,0.0,0.03688283968248318,-100
"(4685, 29460)",0.0,0,0,0.0,0.016021633461955502,-100
"(52785, 41225)",0.0,0,1,0.0,0.016021633461955502,-100
"(38594, 38811)",0.029411764705882353,1,300,0.36067376022224085,0.04113367267833458,-3
"(38804, 39029)",0.038461538461538464,1,182,0.35295612386476116,0.05047169583728175,-100
"(27210, 38718)",0.0,0,198,0.0,0.021917081280965752,-100
"(38077, 18887)",0.0,0,10,0.0,0.01855701881056362,-100
"(8567, 8638)",0.0,0,56,0.0,0.028485021989765887,-100
"(33749, 40052)",0.0,0,0,0.0,0.015258698535195715,-100
"(38130, 38188)",0.0,0,48,0.0,0.02661206451192638,-100
"(18460, 18464)",0.0,0,0,0.0,0.01609792695463148,-100
"(11689, 38779)",0.0,0,16,0.0,0.02588836587124414,-100
"(36379, 22248)",0.0,0,3,0.0,0.01609792695463148,-100
"(1688, 44424)",0.0,0,8,0.0,0.016021633461955502,-100
"(42638, 42641)",0.0,0,0,0.0,0.015258698535195715,-100
"(38788, 38860)",0.0,0,255,0.0,0.05193944430863601,-100
"(4402, 4403)",0.0,0,0,0.0,0.015258698535195715,-100
"(8544, 8582)",0.0,0,156,0.0,0.03338143636819854,-100
"(32706, 32707)",0.0,0,0,0.0,0.015258698535195715,-100
"(10744, 10747)",0.0,0,0,0.0,0.015258698535195715,-100
"(1043, 10997)",0.0,0,0,0.0,0.015258698535195715,-100
"(10327, 38201)",0.0,0,117,0.0,0.023330145224154067,-4
"(5424, 41131)",0.0,0,0,0.0,0.016021633461955502,-100
"(38594, 38064)",0.0,0,400,0.0,0.026345973011989425,-100
"(8551, 36049)",0.0,0,16,0.0,0.02772968584147119,-100
"(38069, 5629)",0.0,0,22,0.0,0.020154604547198612,-100
"(8432, 38637)",0.0,0,180,0.0,0.02251714202907228,-100
"(38611, 38674)",0.06666666666666667,2,247,0.7385387461377101,0.023926397965678053,-3
"(38655, 38687)",0.038461538461538464,1,182,0.3898712452512801,0.02389822466328208,-100
"(39002, 38808)",0.0,0,8,0.0,0.0239430056628627,-100
"(27848, 29703)",0.0,0,0,0.0,0.015258698535195715,-100
"(36747, 38266)",0.0,0,14,0.0,0.02756651607130991,-100
"(869, 5277)",0.0,0,0,0.0,0.015258698535195715,-100
"(4544, 38278)",0.0,0,22,0.0,0.030602232908932513,-100
"(38688, 38780)",0.0,0,120,0.0,0.027348069376900097,-100
"(32629, 32632)",0.0,0,0,0.0,0.016021633461955502,-100
"(38118, 38121)",0.045454545454545456,1,130,0.36926937306885504,0.02630516556061176,-100
"(8488, 38767)",0.0,0,136,0.0,0.03167977677086692,-100
"(38605, 38844)",0.043478260869565216,1,143,0.3789231816899512,0.02890781693622823,-5
"(38024, 38231)",0.0,0,180,0.0,0.029243683817182432,-3
"(38132, 38301)",0.038461538461538464,1,180,0.3459762562611936,0.041039493648765135,-2
"(33779, 33780)",0.0,0,0,0.0,0.015258698535195715,-100
"(38225, 2338)",0.0,0,16,0.0,0.029280220976817393,-100
"(38095, 38847)",0.0,0,255,0.0,0.04271992984601065,-100
"(38224, 38251)",0.047619047619047616,1,117,0.40242960438184466,0.03746718761029806,-100
"(38619, 38607)",0.038461538461538464,1,176,0.35295612386476116,0.025351602828047264,-100
"(38558, 20591)",0.0,0,12,0.0,0.017547503315475076,-100
"(43469, 43486)",0.0,0,5,0.0,0.018310438242234855,-100
"(15714, 42010)",0.0,0,0,0.0,0.01678456838871529,-100
"(38192, 38265)",0.0,0,56,0.0,0.027646657067709583,-5
"(38515, 38628)",0.0,0,176,0.0,0.016418927247456097,-6
"(14899, 25041)",0.0,0,0,0.0,0.016181849796575054,-100
"(8446, 19380)",0.0,0,10,0.0,0.01762379680815105,-100
"(22374, 44437)",0.0,0,0,0.0,0.015258698535195715,-100
"(38165, 38202)",0.0,0,308,0.0,0.040524371979553976,-100
"(2458, 26614)",0.0,0,0,0.0,0.015258698535195715,-100
"(1924, 13356)",0.0,0,0,0.0,0.016021633461955502,-100
"(38126, 38174)",0.0,0,234,0.0,0.033144748685512884,-100
"(38568, 31653)",0.0,0,36,0.0,0.020828123500542153,-100
"(10886, 37987)",0.0,0,30,0.0,0.01770009030082703,-100
"(37983, 37999)",0.038461538461538464,1,176,0.45511961331341866,0.016021633461955502,-100
"(32444, 43159)",0.0,0,1,0.0,0.016021633461955502,-100
"(38541, 38666)",0.0,0,210,0.0,0.022219587184307943,-100
"(38004, 38207)",0.0,0,108,0.0,0.024313629524499204,-4
"(30652, 35545)",0.0,0,0,0.0,0.015258698535195715,-100
"(38584, 38632)",0.034482758620689655,1,189,0.30692767643013485,0.022136895643042664,-2
"(27519, 27520)",0.0,0,0,0.0,0.015258698535195715,-100
"(38709, 29248)",0.0,0,21,0.0,0.03294861087974425,-100
"(38123, 38285)",0.03571428571428571,1,210,0.3898712452512801,0.03889302665469578,-4
"(51801, 8545)",0.0,0,0,0.0,0.017576340119488797,-100
"(12635, 38162)",0.0,0,9,0.0,0.025002941032463588,-100
"(8472, 8623)",0.0,0,140,0.0,0.027558327216084418,-3
"(38030, 38129)",0.043478260869565216,1,143,0.36067376022224085,0.02171100705648711,-100
"(7084, 12115)",0.0,0,0,0.0,0.015258698535195715,-100
"(38750, 38834)",0.0,0,196,0.0,0.05068438583671909,-100
"(25349, 25352)",0.0,0,0,0.0,0.016021633461955502,-100
"(3961, 5566)",0.0,0,0,0.0,0.015258698535195715,-100
"(27452, 27173)",0.0,0,15,0.0,0.016021633461955502,-100
"(12723, 19088)",0.0,0,0,0.0,0.01678456838871529,-100
"(8446, 8495)",0.0,0,80,0.0,0.021560327408452054,-100
"(2491, 38876)",0.0,0,90,0.0,0.03707160041867643,-100
"(24289, 24290)",1.0,1,1,0.9102392266268373,0.01678456838871529,-100
"(2235, 38294)",0.0,0,11,0.0,0.03138597895337332,-100
"(38039, 38188)",0.09090909090909091,2,144,0.7630086476854399,0.026526463213143933,-2
"(10092, 38834)",0.0,0,14,0.0,0.03539396094250934,-100
"(34648, 50831)",0.0,0,2,0.0,0.01678456838871529,-100
"(8562, 8631)",0.0,0,88,0.0,0.03089997117851194,-100
"(38270, 35953)",0.0,0,26,0.0,0.02919097802178383,-100
"(15616, 49130)",0.0,0,2,0.0,0.016021633461955502,-100
"(52519, 52520)",0.0,0,0,0.0,0.016021633461955502,-100
"(2046, 3209)",0.0,0,0,0.0,0.016021633461955502,-100
"(2748, 20182)",0.0,0,0,0.0,0.015258698535195715,-100
"(38060, 38151)",0.05555555555555555,1,90,0.40242960438184466,0.023327047952490593,-100
"(8165, 20172)",0.0,0,0,0.0,0.015258698535195715,-100
"(38684, 38704)",0.037037037037037035,1,195,0.35295612386476116,0.031998261323917296,-100
"(42302, 38217)",0.0,0,30,0.0,0.03325725391556015,-100
"(38256, 38265)",0.0,0,64,0.0,0.04164315897448533,-100
"(28627, 13569)",0.0,0,1,0.0,0.016021633461955502,-100
"(31352, 31353)",0.0,0,0,0.0,0.015258698535195715,-100
"(38013, 42046)",0.0,0,32,0.0,0.017715348999362224,-100
"(8544, 8569)",0.0,0,117,0.0,0.029732443658540976,-100
"(8882, 42805)",0.0,0,1,0.0,0.01609792695463148,-100
"(8429, 38653)",0.0,0,100,0.0,0.021010489064410776,-100
"(17954, 8629)",0.0,0,30,0.0,0.03347528886161934,-100
"(11090, 32352)",0.0,0,4,0.0,0.01678456838871529,-100
"(23562, 38823)",0.0,0,19,0.0,0.032437580700846375,-100
"(12408, 38426)",0.0,0,3,0.0,0.016021633461955502,-100
"(3311, 39026)",0.0,0,27,0.0,0.028830213354584067,-100
"(8460, 8579)",0.043478260869565216,1,143,0.36067376022224085,0.027292567470771016,-2
"(38241, 38161)",0.034482758620689655,1,209,0.48089834696298783,0.04278875330549044,-100
"(8508, 8641)",0.0,0,156,0.0,0.03764320174853075,-3
"(38786, 8627)",0.0,0,112,0.0,0.038158918651942424,-100
"(34134, 35614)",0.0,0,1,0.0,0.016021633461955502,-100
"(600, 34467)",0.0,0,5,0.0,0.016021633461955502,-100
"(36017, 52005)",0.0,0,0,0.0,0.016021633461955502,-100
"(502, 28755)",0.0,0,0,0.0,0.015258698535195715,-100
"(8422, 38689)",0.0,0,130,0.0,0.026189731438639355,-100
"(8485, 34272)",0.0,0,42,0.0,0.019734311325395916,-100
"(28554, 6386)",0.0,0,4,0.0,0.01762379680815105,-100
"(38096, 38290)",0.0,0,84,0.0,0.04164502074169906,-3
"(8438, 8493)",0.058823529411764705,1,81,0.36926937306885504,0.019402198122428112,-100
"(38629, 38682)",0.0,0,156,0.0,0.02371615805546451,-100
"(49763, 38849)",0.0,0,11,0.0,0.03205468093395238,-100
"(27397, 38623)",0.0,0,17,0.0,0.024247023741376477,-100
"(16465, 26083)",0.0,0,0,0.0,0.015258698535195715,-100
"(38610, 34925)",0.0,0,12,0.0,0.01955554804270683,-100
"(38023, 38092)",0.0,0,135,0.0,0.017896654533814258,-3
"(38762, 38244)",0.0,0,96,0.0,0.03791352711769702,-100
"(10057, 50799)",0.0,0,1,0.0,0.015258698535195715,-100
"(11352, 38190)",0.0,0,16,0.0,0.01935416216016402,-100
"(38059, 38245)",0.0,0,132,0.0,0.03044263010369301,-3
"(38608, 46399)",0.0,0,11,0.0,0.019796948282882892,-100
"(23013, 38042)",0.047619047619047616,1,117,0.33380820069533407,0.01839500362797375,-2
"(8504, 8469)",0.0,0,100,0.0,0.022627284274176346,-100
